PurchaseID,ProductID,Quantity
PU00193,PR00970,38
PU00194,PR00013,41
PU00194,PR00016,43
PU00194,PR00084,39
PU00194,PR00103,29
PU00194,PR00109,22
PU00194,PR00112,15
PU00194,PR00143,13
PU00194,PR00192,32
PU00194,PR00295,26
PU00194,PR00372,44
PU00194,PR00395,40
PU00194,PR00428,10
PU00194,PR00436,35
PU00194,PR00478,2
PU00194,PR00636,33
PU00194,PR00712,37
PU00194,PR00769,42
PU00194,PR00777,10
PU00194,PR00788,27
PU00194,PR00791,1
PU00194,PR00804,46
PU00194,PR00841,41
PU00194,PR00859,31
PU00194,PR00862,7
PU00194,PR00889,9
PU00194,PR00896,20
PU00194,PR00937,35
PU00195,PR00236,25
PU00195,PR00313,41
PU00195,PR00471,14
PU00195,PR00540,2
PU00195,PR00718,26
PU00195,PR00751,42
PU00195,PR00762,5
PU00195,PR00858,26
PU00195,PR00956,16
PU00196,PR00028,21
PU00196,PR00155,27
PU00196,PR00190,42
PU00196,PR00192,22
PU00196,PR00222,14
PU00196,PR00368,2
PU00196,PR00430,18
PU00196,PR00541,6
PU00196,PR00644,32
PU00196,PR00677,17
PU00196,PR00751,27
PU00196,PR00774,37
PU00196,PR00823,26
PU00196,PR00887,32
PU00196,PR00890,11
PU00196,PR00990,27
PU00197,PR00012,9
PU00197,PR00038,20
PU00197,PR00158,48
PU00197,PR00228,31
PU00197,PR00253,5
PU00197,PR00274,10
PU00197,PR00296,16
PU00197,PR00397,28
PU00197,PR00656,37
PU00197,PR00859,29
PU00198,PR00059,4
PU00198,PR00118,27
PU00198,PR00124,36
PU00198,PR00129,23
PU00198,PR00152,18
PU00198,PR00223,32
PU00198,PR00291,10
PU00198,PR00354,8
PU00198,PR00362,28
PU00198,PR00368,46
PU00198,PR00405,10
PU00198,PR00440,8
PU00198,PR00514,6
PU00198,PR00516,39
PU00198,PR00635,39
PU00198,PR00688,29
PU00198,PR00702,32
PU00198,PR00855,38
PU00198,PR00901,39
PU00199,PR00010,15
PU00199,PR00013,27
PU00199,PR00217,42
PU00199,PR00283,27
PU00199,PR00337,12
PU00199,PR00372,31
PU00199,PR00429,28
PU00199,PR00464,15
PU00199,PR00481,13
PU00199,PR00544,49
PU00199,PR00591,15
PU00199,PR00604,38
PU00199,PR00669,39
PU00199,PR00700,16
PU00199,PR00817,24
PU00199,PR00857,41
PU00199,PR00864,50
PU00199,PR00942,22
PU00199,PR00957,44
PU00200,PR00012,45
PU00200,PR00014,16
PU00200,PR00066,13
PU00200,PR00282,41
PU00200,PR00623,12
PU00200,PR00652,26
PU00200,PR00740,4
PU00200,PR00757,26
PU00200,PR00786,44
PU00200,PR00815,6
PU00200,PR00843,31
PU00201,PR00107,21
PU00201,PR00185,41
PU00201,PR00257,49
PU00201,PR00352,15
PU00201,PR00367,46
PU00201,PR00396,29
PU00201,PR00404,7
PU00201,PR00408,15
PU00201,PR00444,18
PU00201,PR00459,10
PU00201,PR00479,24
PU00201,PR00545,44
PU00201,PR00593,41
PU00201,PR00728,11
PU00201,PR00789,23
PU00201,PR00818,27
PU00201,PR00819,16
PU00201,PR00887,5
PU00201,PR00957,16
PU00201,PR00976,50
PU00202,PR00002,32
PU00202,PR00087,7
PU00202,PR00164,34
PU00202,PR00229,10
PU00202,PR00299,37
PU00202,PR00327,5
PU00202,PR00339,29
PU00202,PR00429,11
PU00202,PR00543,6
PU00202,PR00730,31
PU00202,PR00845,21
PU00202,PR00958,5
PU00203,PR00045,10
PU00203,PR00072,28
PU00203,PR00079,42
PU00203,PR00196,39
PU00203,PR00222,7
PU00203,PR00323,30
PU00203,PR00495,25
PU00203,PR00591,48
PU00203,PR00640,6
PU00203,PR00776,36
PU00203,PR00831,27
PU00203,PR00869,17
PU00203,PR00952,45
PU00204,PR00076,42
PU00204,PR00083,11
PU00204,PR00199,2
PU00204,PR00214,50
PU00204,PR00365,31
PU00204,PR00379,39
PU00204,PR00387,38
PU00204,PR00411,3
PU00204,PR00526,1
PU00204,PR00549,7
PU00204,PR00561,16
PU00204,PR00571,27
PU00204,PR00729,46
PU00204,PR00783,31
PU00204,PR00886,19
PU00204,PR00902,43
PU00205,PR00016,50
PU00205,PR00087,4
PU00205,PR00232,36
PU00205,PR00271,46
PU00205,PR00436,34
PU00205,PR00442,15
PU00205,PR00550,24
PU00205,PR00629,11
PU00205,PR00667,12
PU00205,PR00745,45
PU00205,PR00877,1
PU00205,PR00882,23
PU00206,PR00026,11
PU00206,PR00093,38
PU00206,PR00160,4
PU00206,PR00257,16
PU00206,PR00312,48
PU00206,PR00355,31
PU00206,PR00372,42
PU00206,PR00604,11
PU00206,PR00643,25
PU00206,PR00722,27
PU00206,PR00773,13
PU00206,PR00808,40
PU00206,PR00821,45
PU00206,PR00924,6
PU00206,PR00943,39
PU00207,PR00135,42
PU00207,PR00161,40
PU00207,PR00171,49
PU00207,PR00172,10
PU00207,PR00237,30
PU00207,PR00262,13
PU00207,PR00354,20
PU00207,PR00390,38
PU00207,PR00429,5
PU00207,PR00431,14
PU00207,PR00550,22
PU00207,PR00592,29
PU00207,PR00642,45
PU00207,PR00649,38
PU00207,PR00659,40
PU00207,PR00802,45
PU00207,PR00832,16
PU00207,PR00893,17
PU00207,PR00901,35
PU00207,PR00945,47
PU00208,PR00046,14
PU00208,PR00105,44
PU00208,PR00383,40
PU00208,PR00437,34
PU00208,PR00486,34
PU00208,PR00551,13
PU00208,PR00632,17
PU00208,PR00637,7
PU00208,PR00656,31
PU00208,PR00798,22
PU00208,PR00813,10
PU00208,PR00814,7
PU00208,PR00899,8
PU00208,PR00903,34
PU00208,PR00930,37
PU00208,PR00940,14
PU00208,PR00995,44
PU00209,PR00027,8
PU00209,PR00057,24
PU00209,PR00079,1
PU00209,PR00156,32
PU00209,PR00193,28
PU00209,PR00261,9
PU00209,PR00291,7
PU00209,PR00342,48
PU00209,PR00440,37
PU00209,PR00698,13
PU00209,PR00771,44
PU00209,PR00865,7
PU00209,PR00889,43
PU00209,PR00993,18
PU00209,PR00995,10
PU00210,PR00016,36
PU00210,PR00066,6
PU00210,PR00069,27
PU00210,PR00164,3
PU00210,PR00190,13
PU00210,PR00209,16
PU00210,PR00255,30
PU00210,PR00338,43
PU00210,PR00343,41
PU00210,PR00355,8
PU00210,PR00451,9
PU00210,PR00455,11
PU00210,PR00492,9
PU00210,PR00599,7
PU00210,PR00600,33
PU00210,PR00709,1
PU00210,PR00734,40
PU00210,PR00743,23
PU00210,PR00790,24
PU00210,PR00848,21
PU00210,PR00938,30
PU00210,PR00971,24
PU00211,PR00040,12
PU00211,PR00120,36
PU00211,PR00121,16
PU00211,PR00132,27
PU00211,PR00262,17
PU00211,PR00435,43
PU00211,PR00636,10
PU00211,PR00716,47
PU00211,PR00735,43
PU00211,PR00739,15
PU00211,PR00804,16
PU00212,PR00183,37
PU00212,PR00236,31
PU00212,PR00239,39
PU00212,PR00273,27
PU00212,PR00382,14
PU00212,PR00411,34
PU00212,PR00457,24
PU00212,PR00527,26
PU00212,PR00648,31
PU00212,PR00687,7
PU00212,PR00801,15
PU00213,PR00034,35
PU00213,PR00097,36
PU00213,PR00119,14
PU00213,PR00413,11
PU00213,PR00443,3
PU00213,PR00580,4
PU00213,PR00629,46
PU00213,PR00670,31
PU00213,PR00861,50
PU00213,PR00936,30
PU00213,PR00993,46
PU00214,PR00021,12
PU00214,PR00108,49
PU00214,PR00117,37
PU00214,PR00206,6
PU00214,PR00297,40
PU00214,PR00420,1
PU00214,PR00430,17
PU00214,PR00501,15
PU00214,PR00517,43
PU00214,PR00612,18
PU00214,PR00618,7
PU00214,PR00658,1
PU00214,PR00687,21
PU00214,PR00753,4
PU00214,PR00835,5
PU00214,PR00847,11
PU00214,PR00885,2
PU00214,PR00909,8
PU00214,PR00934,42
PU00214,PR00975,42
PU00214,PR00990,16
PU00214,PR00996,10
PU00215,PR00077,43
PU00215,PR00097,18
PU00215,PR00122,22
PU00215,PR00219,47
PU00215,PR00243,32
PU00215,PR00262,32
PU00215,PR00307,1
PU00215,PR00419,24
PU00215,PR00582,41
PU00215,PR00591,44
PU00215,PR00619,36
PU00215,PR00723,39
PU00215,PR00924,29
PU00215,PR00973,3
PU00216,PR00042,50
PU00216,PR00045,13
PU00216,PR00065,36
PU00216,PR00074,13
PU00216,PR00091,30
PU00216,PR00095,15
PU00216,PR00183,36
PU00216,PR00263,33
PU00216,PR00340,33
PU00216,PR00380,42
PU00216,PR00421,18
PU00216,PR00427,50
PU00216,PR00443,17
PU00216,PR00527,30
PU00216,PR00625,22
PU00216,PR00847,28
PU00216,PR00914,29
PU00216,PR00956,30
PU00217,PR00120,37
PU00217,PR00187,48
PU00217,PR00200,44
PU00217,PR00217,45
PU00217,PR00291,45
PU00217,PR00366,15
PU00217,PR00382,31
PU00217,PR00662,17
PU00217,PR00687,20
PU00217,PR00773,13
PU00217,PR00807,15
PU00217,PR00837,39
PU00217,PR00885,43
PU00217,PR00899,20
PU00217,PR00943,15
PU00217,PR00975,20
PU00218,PR00008,33
PU00218,PR00122,43
PU00218,PR00129,42
PU00218,PR00146,34
PU00218,PR00159,43
PU00218,PR00163,20
PU00218,PR00254,33
PU00218,PR00264,47
PU00218,PR00431,38
PU00218,PR00456,21
PU00218,PR00458,17
PU00218,PR00463,50
PU00218,PR00493,11
PU00218,PR00500,44
PU00218,PR00533,36
PU00218,PR00621,49
PU00218,PR00693,23
PU00218,PR00775,41
PU00218,PR00800,36
PU00218,PR00819,43
PU00218,PR00820,31
PU00218,PR00848,7
PU00219,PR00059,12
PU00219,PR00422,11
PU00219,PR00464,25
PU00219,PR00532,34
PU00219,PR00688,23
PU00219,PR00757,22
PU00219,PR00761,40
PU00219,PR00837,20
PU00219,PR00840,50
PU00219,PR00872,20
PU00220,PR00100,31
PU00220,PR00165,28
PU00220,PR00213,4
PU00220,PR00224,9
PU00220,PR00261,35
PU00220,PR00271,1
PU00220,PR00313,6
PU00220,PR00360,42
PU00220,PR00419,26
PU00220,PR00438,26
PU00220,PR00472,24
PU00220,PR00490,44
PU00220,PR00509,30
PU00220,PR00531,35
PU00220,PR00575,31
PU00220,PR00587,15
PU00220,PR00606,1
PU00221,PR00009,6
PU00221,PR00140,14
PU00221,PR00217,8
PU00221,PR00276,42
PU00221,PR00297,8
PU00221,PR00368,37
PU00221,PR00483,13
PU00221,PR00506,45
PU00221,PR00539,45
PU00221,PR00603,25
PU00221,PR00609,17
PU00221,PR00646,7
PU00221,PR00660,24
PU00221,PR00713,26
PU00221,PR00724,36
PU00221,PR00854,48
PU00221,PR00954,20
PU00222,PR00004,25
PU00222,PR00046,26
PU00222,PR00053,47
PU00222,PR00062,37
PU00222,PR00134,42
PU00222,PR00173,50
PU00222,PR00216,26
PU00222,PR00225,10
PU00222,PR00267,43
PU00222,PR00395,16
PU00222,PR00423,33
PU00222,PR00457,4
PU00222,PR00472,7
PU00222,PR00490,11
PU00222,PR00500,2
PU00222,PR00542,32
PU00222,PR00591,17
PU00222,PR00621,25
PU00222,PR00773,43
PU00222,PR00795,36
PU00222,PR00833,27
PU00222,PR00860,30
PU00223,PR00031,49
PU00223,PR00169,21
PU00223,PR00256,14
PU00223,PR00267,46
PU00223,PR00310,38
PU00223,PR00352,11
PU00223,PR00465,24
PU00223,PR00552,18
PU00223,PR00819,22
PU00223,PR00829,36
PU00223,PR00863,1
PU00223,PR00899,47
PU00223,PR00930,14
PU00223,PR00983,8
PU00223,PR00992,1
PU00224,PR00326,45
PU00224,PR00365,17
PU00224,PR00373,17
PU00224,PR00487,2
PU00224,PR00515,50
PU00224,PR00517,50
PU00224,PR00561,33
PU00224,PR00597,39
PU00224,PR00684,24
PU00224,PR00689,49
PU00224,PR00718,15
PU00224,PR00792,27
PU00224,PR00796,49
PU00224,PR00798,38
PU00224,PR00801,44
PU00224,PR00857,11
PU00225,PR00023,31
PU00225,PR00107,6
PU00225,PR00132,50
PU00225,PR00266,7
PU00225,PR00311,25
PU00225,PR00514,22
PU00225,PR00543,40
PU00225,PR00611,35
PU00225,PR00731,37
PU00225,PR00776,4
PU00225,PR00829,23
PU00225,PR00835,33
PU00225,PR00909,2
PU00226,PR00049,12
PU00226,PR00148,35
PU00226,PR00161,30
PU00226,PR00163,42
PU00226,PR00230,45
PU00226,PR00240,47
PU00226,PR00256,6
PU00226,PR00363,44
PU00226,PR00446,5
PU00226,PR00532,28
PU00226,PR00549,37
PU00226,PR00550,15
PU00226,PR00573,34
PU00226,PR00581,33
PU00226,PR00618,22
PU00226,PR00657,22
PU00226,PR00691,13
PU00226,PR00694,15
PU00226,PR00805,27
PU00226,PR00808,43
PU00226,PR00825,44
PU00226,PR00867,22
PU00226,PR00874,33
PU00226,PR00994,18
PU00227,PR00056,18
PU00227,PR00105,16
PU00227,PR00136,21
PU00227,PR00171,7
PU00227,PR00193,30
PU00227,PR00209,47
PU00227,PR00231,35
PU00227,PR00339,40
PU00227,PR00416,20
PU00227,PR00456,45
PU00227,PR00464,40
PU00227,PR00497,19
PU00227,PR00535,8
PU00227,PR00549,31
PU00227,PR00599,16
PU00227,PR00620,1
PU00227,PR00639,34
PU00227,PR00796,13
PU00227,PR00833,29
PU00227,PR00863,29
PU00227,PR00934,16
PU00227,PR00945,40
PU00227,PR00956,10
PU00228,PR00003,16
PU00228,PR00037,15
PU00228,PR00067,22
PU00228,PR00306,11
PU00228,PR00341,37
PU00228,PR00348,46
PU00228,PR00426,2
PU00228,PR00438,31
PU00228,PR00538,17
PU00228,PR00541,34
PU00228,PR00579,5
PU00228,PR00662,23
PU00228,PR00690,45
PU00228,PR00708,18
PU00228,PR00784,6
PU00228,PR00876,50
PU00228,PR00907,15
PU00229,PR00050,25
PU00229,PR00070,31
PU00229,PR00168,16
PU00229,PR00231,45
PU00229,PR00294,22
PU00229,PR00319,3
PU00229,PR00343,23
PU00229,PR00350,31
PU00229,PR00361,43
PU00229,PR00461,17
PU00229,PR00485,43
PU00229,PR00668,6
PU00229,PR00685,38
PU00229,PR00720,48
PU00229,PR00767,12
PU00229,PR00836,4
PU00229,PR00859,44
PU00229,PR00949,30
PU00229,PR00983,27
PU00230,PR00002,32
PU00230,PR00114,31
PU00230,PR00119,16
PU00230,PR00143,16
PU00230,PR00245,48
PU00230,PR00331,38
PU00230,PR00335,47
PU00230,PR00342,37
PU00230,PR00381,28
PU00230,PR00384,48
PU00230,PR00392,12
PU00230,PR00607,50
PU00230,PR00639,19
PU00230,PR00716,16
PU00230,PR00893,47
PU00231,PR00002,27
PU00231,PR00052,48
PU00231,PR00070,7
PU00231,PR00082,6
PU00231,PR00100,32
PU00231,PR00106,24
PU00231,PR00236,43
PU00231,PR00388,41
PU00231,PR00501,16
PU00231,PR00540,14
PU00231,PR00580,34
PU00231,PR00615,24
PU00231,PR00671,7
PU00231,PR00736,26
PU00231,PR00762,5
PU00231,PR00835,3
PU00231,PR00848,25
PU00231,PR00854,27
PU00231,PR00989,40
PU00232,PR00096,4
PU00232,PR00334,15
PU00232,PR00359,8
PU00232,PR00368,25
PU00232,PR00409,21
PU00232,PR00514,34
PU00232,PR00554,50
PU00232,PR00573,39
PU00232,PR00630,34
PU00232,PR00704,15
PU00232,PR00745,34
PU00232,PR00978,44
PU00233,PR00137,33
PU00233,PR00196,28
PU00233,PR00216,26
PU00233,PR00237,2
PU00233,PR00328,14
PU00233,PR00345,37
PU00233,PR00445,13
PU00233,PR00446,3
PU00233,PR00481,26
PU00233,PR00521,27
PU00233,PR00649,48
PU00233,PR00663,42
PU00233,PR00743,28
PU00233,PR00780,40
PU00234,PR00147,35
PU00234,PR00162,5
PU00234,PR00277,32
PU00234,PR00365,11
PU00234,PR00391,31
PU00234,PR00440,13
PU00234,PR00505,26
PU00234,PR00523,29
PU00234,PR00572,5
PU00234,PR00625,8
PU00234,PR00709,38
PU00234,PR00795,25
PU00234,PR00799,1
PU00234,PR00940,29
PU00234,PR00986,40
PU00235,PR00350,24
PU00235,PR00452,45
PU00235,PR00533,14
PU00235,PR00615,46
PU00235,PR00661,17
PU00235,PR00703,3
PU00235,PR00726,32
PU00235,PR00755,39
PU00235,PR00773,50
PU00235,PR00803,4
PU00235,PR00835,47
PU00236,PR00035,33
PU00236,PR00053,20
PU00236,PR00065,40
PU00236,PR00086,44
PU00236,PR00120,14
PU00236,PR00130,10
PU00236,PR00141,40
PU00236,PR00157,27
PU00236,PR00231,33
PU00236,PR00246,6
PU00236,PR00286,5
PU00236,PR00465,31
PU00236,PR00508,22
PU00236,PR00532,20
PU00236,PR00593,25
PU00236,PR00655,3
PU00236,PR00712,9
PU00236,PR00727,16
PU00236,PR00757,37
PU00236,PR00830,44
PU00236,PR00912,49
PU00236,PR00944,7
PU00236,PR00962,33
PU00237,PR00063,15
PU00237,PR00118,19
PU00237,PR00165,16
PU00237,PR00208,20
PU00237,PR00310,48
PU00237,PR00313,11
PU00237,PR00369,2
PU00237,PR00389,37
PU00237,PR00400,4
PU00237,PR00422,5
PU00237,PR00432,40
PU00237,PR00607,37
PU00237,PR00608,16
PU00237,PR00612,24
PU00237,PR00673,13
PU00237,PR00718,49
PU00237,PR00740,6
PU00237,PR00796,33
PU00237,PR00928,19
PU00237,PR00932,3
PU00238,PR00061,25
PU00238,PR00107,44
PU00238,PR00216,35
PU00238,PR00222,34
PU00238,PR00259,7
PU00238,PR00352,8
PU00238,PR00413,18
PU00238,PR00502,6
PU00238,PR00676,21
PU00238,PR00707,39
PU00238,PR00756,14
PU00238,PR00835,34
PU00238,PR00872,14
PU00238,PR00899,29
PU00239,PR00107,1
PU00239,PR00215,18
PU00239,PR00234,22
PU00239,PR00297,19
PU00239,PR00322,28
PU00239,PR00463,31
PU00239,PR00522,40
PU00239,PR00543,30
PU00239,PR00821,28
PU00239,PR00887,6
PU00239,PR00934,24
PU00239,PR00980,15
PU00240,PR00117,1
PU00240,PR00123,43
PU00240,PR00388,25
PU00240,PR00480,3
PU00240,PR00504,20
PU00240,PR00608,1
PU00240,PR00617,17
PU00240,PR00680,46
PU00240,PR00700,8
PU00240,PR00704,41
PU00240,PR00751,29
PU00240,PR00771,33
PU00240,PR00784,23
PU00240,PR00839,50
PU00240,PR00847,17
PU00240,PR00855,47
PU00241,PR00083,28
PU00241,PR00116,24
PU00241,PR00219,17
PU00241,PR00456,28
PU00241,PR00478,30
PU00241,PR00503,31
PU00241,PR00574,43
PU00241,PR00635,6
PU00241,PR00653,36
PU00241,PR00665,19
PU00241,PR00743,20
PU00241,PR00782,17
PU00242,PR00083,19
PU00242,PR00099,40
PU00242,PR00132,43
PU00242,PR00141,3
PU00242,PR00159,9
PU00242,PR00217,2
PU00242,PR00246,37
PU00242,PR00365,48
PU00242,PR00398,49
PU00242,PR00415,28
PU00242,PR00427,48
PU00242,PR00446,28
PU00242,PR00460,36
PU00242,PR00519,33
PU00242,PR00777,25
PU00242,PR00791,48
PU00242,PR00913,11
PU00242,PR00961,49
PU00242,PR00980,16
PU00242,PR00986,14
PU00243,PR00006,35
PU00243,PR00017,38
PU00243,PR00415,12
PU00243,PR00439,34
PU00243,PR00440,4
PU00243,PR00447,21
PU00243,PR00643,12
PU00243,PR00657,40
PU00243,PR00667,23
PU00243,PR00676,17
PU00243,PR00820,25
PU00243,PR00836,36
PU00243,PR00855,6
PU00243,PR00876,14
PU00243,PR00878,45
PU00243,PR00887,24
PU00243,PR00889,43
PU00243,PR00980,41
PU00244,PR00019,4
PU00244,PR00057,43
PU00244,PR00068,28
PU00244,PR00091,5
PU00244,PR00092,4
PU00244,PR00174,39
PU00244,PR00202,25
PU00244,PR00225,16
PU00244,PR00439,40
PU00244,PR00491,37
PU00244,PR00534,46
PU00244,PR00545,17
PU00244,PR00563,32
PU00244,PR00629,45
PU00244,PR00774,41
PU00244,PR00804,2
PU00244,PR00913,5
PU00245,PR00023,15
PU00245,PR00066,6
PU00245,PR00104,17
PU00245,PR00126,1
PU00245,PR00168,37
PU00245,PR00175,36
PU00245,PR00239,13
PU00245,PR00360,11
PU00245,PR00448,7
PU00245,PR00519,23
PU00245,PR00709,4
PU00245,PR00852,43
PU00245,PR00894,12
PU00245,PR00962,1
PU00245,PR00981,19
PU00245,PR01000,15
PU00246,PR00015,37
PU00246,PR00023,47
PU00246,PR00028,32
PU00246,PR00063,37
PU00246,PR00136,47
PU00246,PR00242,35
PU00246,PR00337,41
PU00246,PR00354,15
PU00246,PR00369,4
PU00246,PR00431,36
PU00246,PR00455,27
PU00246,PR00490,8
PU00246,PR00500,25
PU00246,PR00649,46
PU00246,PR00662,28
PU00246,PR00663,9
PU00246,PR00689,10
PU00246,PR00772,29
PU00246,PR00775,16
PU00246,PR00793,50
PU00246,PR00802,9
PU00246,PR00839,42
PU00246,PR00947,1
PU00246,PR00951,49
PU00246,PR00986,34
PU00246,PR00994,3
PU00246,PR00996,35
PU00247,PR00024,42
PU00247,PR00066,9
PU00247,PR00161,11
PU00247,PR00180,19
PU00247,PR00221,32
PU00247,PR00225,34
PU00247,PR00251,26
PU00247,PR00320,32
PU00247,PR00322,18
PU00247,PR00373,9
PU00247,PR00422,27
PU00247,PR00603,29
PU00247,PR00642,45
PU00247,PR00704,8
PU00247,PR00741,22
PU00247,PR00758,42
PU00247,PR00870,11
PU00247,PR00906,25
PU00247,PR00921,35
PU00247,PR00931,11
PU00248,PR00054,36
PU00248,PR00206,8
PU00248,PR00226,18
PU00248,PR00249,13
PU00248,PR00254,33
PU00248,PR00280,28
PU00248,PR00342,17
PU00248,PR00382,22
PU00248,PR00409,38
PU00248,PR00476,13
PU00248,PR00493,31
PU00248,PR00540,43
PU00248,PR00548,47
PU00248,PR00589,3
PU00248,PR00653,20
PU00248,PR00763,18
PU00248,PR00781,25
PU00248,PR00792,17
PU00248,PR00836,29
PU00248,PR00882,13
PU00248,PR00965,13
PU00248,PR00966,18
PU00249,PR00060,3
PU00249,PR00062,24
PU00249,PR00102,36
PU00249,PR00113,19
PU00249,PR00153,28
PU00249,PR00155,43
PU00249,PR00242,22
PU00249,PR00244,19
PU00249,PR00245,9
PU00249,PR00285,42
PU00249,PR00353,20
PU00249,PR00501,12
PU00249,PR00514,17
PU00249,PR00551,4
PU00249,PR00575,6
PU00249,PR00615,43
PU00249,PR00700,15
PU00249,PR00701,10
PU00249,PR00727,43
PU00249,PR00806,22
PU00249,PR00924,27
PU00249,PR00965,42
PU00250,PR00046,29
PU00250,PR00081,30
PU00250,PR00091,30
PU00250,PR00096,14
PU00250,PR00113,12
PU00250,PR00155,25
PU00250,PR00163,39
PU00250,PR00206,36
PU00250,PR00258,26
PU00250,PR00294,41
PU00250,PR00398,5
PU00250,PR00424,3
PU00250,PR00497,19
PU00250,PR00551,36
PU00250,PR00555,32
PU00250,PR00557,8
PU00250,PR00588,28
PU00250,PR00747,30
PU00250,PR00987,42
PU00251,PR00030,46
PU00251,PR00048,37
PU00251,PR00049,15
PU00251,PR00072,21
PU00251,PR00078,38
PU00251,PR00097,40
PU00251,PR00144,45
PU00251,PR00326,14
PU00251,PR00370,28
PU00251,PR00425,35
PU00251,PR00500,37
PU00251,PR00551,1
PU00251,PR00674,1
PU00251,PR00718,12
PU00251,PR00786,47
PU00251,PR00901,8
PU00252,PR00052,46
PU00252,PR00104,37
PU00252,PR00224,1
PU00252,PR00328,5
PU00252,PR00345,11
PU00252,PR00394,18
PU00252,PR00429,13
PU00252,PR00565,7
PU00252,PR00587,37
PU00252,PR00632,43
PU00252,PR00639,24
PU00252,PR00698,25
PU00252,PR00701,47
PU00252,PR00721,36
PU00252,PR00772,9
PU00252,PR00871,32
PU00253,PR00027,46
PU00253,PR00192,11
PU00253,PR00229,19
PU00253,PR00272,28
PU00253,PR00299,44
PU00253,PR00371,32
PU00253,PR00409,50
PU00253,PR00485,16
PU00253,PR00562,18
PU00253,PR00632,25
PU00253,PR00653,38
PU00253,PR00711,44
PU00253,PR00743,14
PU00253,PR00790,47
PU00253,PR00792,19
PU00253,PR00848,33
PU00253,PR00857,8
PU00253,PR00895,48
PU00253,PR00943,40
PU00254,PR00090,4
PU00254,PR00105,2
PU00254,PR00161,2
PU00254,PR00177,47
PU00254,PR00215,21
PU00254,PR00225,14
PU00254,PR00289,43
PU00254,PR00292,47
PU00254,PR00320,30
PU00254,PR00395,27
PU00254,PR00438,26
PU00254,PR00444,50
PU00254,PR00457,4
PU00254,PR00471,1
PU00254,PR00587,13
PU00254,PR00609,32
PU00254,PR00775,4
PU00254,PR00953,39
PU00254,PR00961,12
PU00255,PR00025,28
PU00255,PR00070,29
PU00255,PR00217,8
PU00255,PR00253,50
PU00255,PR00386,15
PU00255,PR00455,8
PU00255,PR00464,49
PU00255,PR00522,3
PU00255,PR00646,42
PU00255,PR00659,10
PU00255,PR00678,22
PU00255,PR00810,13
PU00255,PR00883,1
PU00255,PR00921,22
PU00255,PR00929,32
PU00255,PR00936,38
PU00255,PR00974,23
PU00256,PR00061,3
PU00256,PR00062,1
PU00256,PR00085,6
PU00256,PR00103,6
PU00256,PR00167,5
PU00256,PR00233,11
PU00256,PR00234,9
PU00256,PR00301,35
PU00256,PR00315,44
PU00256,PR00320,40
PU00256,PR00354,4
PU00256,PR00508,48
PU00256,PR00555,40
PU00256,PR00565,2
PU00256,PR00633,15
PU00256,PR00674,18
PU00256,PR00763,29
PU00256,PR00767,2
PU00256,PR00792,38
PU00256,PR00810,24
PU00256,PR00863,40
PU00256,PR00932,7
PU00256,PR00989,48
PU00257,PR00002,29
PU00257,PR00057,33
PU00257,PR00091,26
PU00257,PR00153,7
PU00257,PR00169,17
PU00257,PR00175,33
PU00257,PR00314,23
PU00257,PR00333,24
PU00257,PR00391,2
PU00257,PR00398,15
PU00257,PR00490,36
PU00257,PR00522,8
PU00257,PR00601,10
PU00257,PR00786,43
PU00257,PR00809,44
PU00257,PR00856,25
PU00257,PR00925,14
PU00258,PR00021,44
PU00258,PR00028,47
PU00258,PR00039,26
PU00258,PR00165,42
PU00258,PR00182,7
PU00258,PR00202,27
PU00258,PR00257,18
PU00258,PR00293,40
PU00258,PR00299,1
PU00258,PR00453,18
PU00258,PR00482,15
PU00258,PR00530,46
PU00258,PR00540,32
PU00258,PR00552,5
PU00258,PR00793,3
PU00258,PR00825,26
PU00258,PR00872,46
PU00259,PR00279,23
PU00259,PR00280,24
PU00259,PR00437,39
PU00259,PR00487,47
PU00259,PR00536,32
PU00259,PR00539,30
PU00259,PR00544,24
PU00259,PR00565,25
PU00259,PR00757,20
PU00259,PR00901,39
PU00259,PR00952,14
PU00259,PR00961,18
PU00259,PR00962,36
PU00260,PR00074,7
PU00260,PR00111,23
PU00260,PR00128,43
PU00260,PR00305,18
PU00260,PR00448,43
PU00260,PR00460,19
PU00260,PR00486,46
PU00260,PR00648,27
PU00260,PR00689,36
PU00260,PR00737,39
PU00260,PR00743,4
PU00260,PR00744,20
PU00260,PR00777,40
PU00260,PR00813,38
PU00260,PR00897,28
PU00260,PR00903,25
PU00260,PR00930,22
PU00261,PR00003,21
PU00261,PR00021,18
PU00261,PR00050,19
PU00261,PR00067,22
PU00261,PR00071,29
PU00261,PR00247,23
PU00261,PR00295,12
PU00261,PR00377,44
PU00261,PR00456,43
PU00261,PR00473,38
PU00261,PR00515,37
PU00261,PR00548,23
PU00261,PR00552,7
PU00261,PR00609,39
PU00261,PR00625,27
PU00261,PR00668,46
PU00261,PR00829,9
PU00261,PR00884,22
PU00261,PR00896,41
PU00261,PR00900,46
PU00261,PR00916,46
PU00261,PR00925,23
PU00261,PR00926,40
PU00261,PR00938,12
PU00261,PR00974,21
PU00262,PR00233,3
PU00262,PR00274,42
PU00262,PR00288,47
PU00262,PR00300,9
PU00262,PR00337,36
PU00262,PR00338,36
PU00262,PR00365,10
PU00262,PR00491,9
PU00262,PR00526,13
PU00262,PR00567,30
