PurchaseID,ShopID,UserID,PurchaseDate
PU01942,SH00531,SU00578,2019-12-29
PU01943,SH00073,SU00173,2019-11-21
PU01944,SH00563,SU00717,2020-06-19
PU01945,SH00880,SU00210,2019-03-14
PU01946,SH00471,SU00483,2019-07-14
PU01947,SH00541,SU00733,2019-04-23
PU01948,SH00169,SU00113,2021-02-24
PU01949,SH00322,SU00925,2019-10-30
PU01950,SH00688,SU00500,2019-03-06
PU01951,SH00981,SU00581,2019-12-05
PU01952,SH00548,SU00025,2021-03-04
PU01953,SH00208,SU00325,2019-01-28
PU01954,SH00380,SU00809,2020-03-20
PU01955,SH00741,SU00530,2020-02-29
PU01956,SH00775,SU00072,2020-08-09
PU01957,SH00889,SU00844,2020-06-09
PU01958,SH00093,SU00807,2020-08-24
PU01959,SH00281,SU00475,2021-04-12
PU01960,SH00402,SU00395,2020-05-26
PU01961,SH00320,SU00612,2019-01-28
PU01962,SH00044,SU00874,2019-03-11
PU01963,SH00987,SU00657,2019-10-15
PU01964,SH00858,SU00727,2020-05-21
PU01965,SH00589,SU00181,2020-03-08
PU01966,SH00231,SU00563,2019-06-10
PU01967,SH00948,SU00982,2021-01-29
PU01968,SH00847,SU00825,2020-02-29
PU01969,SH00712,SU00982,2020-01-24
PU01970,SH00746,SU00337,2019-03-09
PU01971,SH00424,SU00941,2019-09-01
PU01972,SH00238,SU00176,2019-11-11
PU01973,SH00483,SU00543,2019-08-31
PU01974,SH00407,SU00327,2021-03-24
PU01975,SH00518,SU00600,2020-10-18
PU01976,SH00472,SU00350,2020-12-07
PU01977,SH00975,SU00870,2019-10-11
PU01978,SH00327,SU00801,2020-11-30
PU01979,SH00510,SU00134,2019-03-17
PU01980,SH00688,SU00871,2020-01-24
PU01981,SH00407,SU00610,2019-02-01
PU01982,SH00633,SU00341,2019-08-03
PU01983,SH00951,SU00187,2019-02-24
PU01984,SH00708,SU00532,2019-03-21
PU01985,SH00886,SU00475,2021-04-12
PU01986,SH00121,SU00607,2019-04-16
PU01987,SH00868,SU00815,2020-12-09
PU01988,SH00749,SU00702,2020-10-25
PU01989,SH00526,SU00322,2019-01-13
PU01990,SH00264,SU00586,2019-07-25
PU01991,SH00497,SU00810,2020-10-10
PU01992,SH00468,SU00967,2019-04-24
PU01993,SH00826,SU00950,2019-05-16
PU01994,SH00311,SU00976,2019-09-30
PU01995,SH00502,SU00599,2020-03-30
PU01996,SH00018,SU00451,2020-12-22
PU01997,SH00956,SU00518,2019-01-24
PU01998,SH00369,SU00746,2020-05-11
PU01999,SH00303,SU00357,2019-09-20
PU02000,SH00260,SU00720,2019-10-26
PU02001,SH00063,SU00115,2020-10-09
PU02002,SH00975,SU00734,2020-06-22
PU02003,SH00803,SU00671,2020-07-06
PU02004,SH00601,SU00556,2020-08-15
PU02005,SH00139,SU00342,2019-04-29
PU02006,SH00811,SU00191,2020-01-17
PU02007,SH00247,SU00090,2020-02-27
PU02008,SH00849,SU00895,2020-08-09
PU02009,SH00597,SU00023,2020-06-30
PU02010,SH00922,SU00133,2019-01-11
PU02011,SH00013,SU00987,2020-07-12
PU02012,SH00460,SU00720,2019-04-03
PU02013,SH00456,SU00443,2019-10-04
PU02014,SH00439,SU00521,2019-10-28
PU02015,SH00379,SU00789,2019-09-28
PU02016,SH00181,SU00594,2019-07-19
PU02017,SH00193,SU00486,2020-02-18
PU02018,SH00847,SU00903,2021-03-24
PU02019,SH00670,SU00881,2019-09-10
PU02020,SH00707,SU00987,2019-09-12
PU02021,SH00171,SU00761,2021-04-16
PU02022,SH00555,SU00136,2019-04-18
PU02023,SH00357,SU00584,2019-02-02
PU02024,SH00051,SU00532,2021-03-05
PU02025,SH00160,SU00755,2020-06-16
PU02026,SH00989,SU00322,2019-12-13
PU02027,SH00901,SU00997,2019-12-12
PU02028,SH00529,SU00286,2019-12-09
PU02029,SH00749,SU01000,2020-04-09
PU02030,SH00368,SU00861,2020-05-04
PU02031,SH00514,SU00597,2019-07-18
PU02032,SH00551,SU00656,2020-12-06
PU02033,SH00863,SU00083,2019-01-02
PU02034,SH00456,SU00836,2019-06-03
PU02035,SH00113,SU00013,2020-02-16
PU02036,SH00608,SU00801,2020-12-05
PU02037,SH00433,SU00977,2019-06-07
PU02038,SH00572,SU00358,2020-10-18
PU02039,SH00191,SU00286,2019-02-15
PU02040,SH00332,SU00196,2019-09-19
PU02041,SH00995,SU00735,2019-08-29
PU02042,SH00895,SU00784,2020-12-17
PU02043,SH00199,SU00137,2021-05-11
PU02044,SH00357,SU00238,2021-02-15
PU02045,SH00180,SU00764,2021-03-04
PU02046,SH00349,SU00362,2021-04-11
PU02047,SH00637,SU00615,2019-11-05
PU02048,SH00524,SU00489,2020-08-25
PU02049,SH00704,SU00681,2019-05-30
PU02050,SH00760,SU00254,2021-03-13
PU02051,SH00437,SU00745,2020-10-15
PU02052,SH00906,SU00061,2020-12-16
PU02053,SH00467,SU00261,2019-02-21
PU02054,SH00188,SU00686,2019-10-14
PU02055,SH00769,SU00615,2021-04-03
PU02056,SH00695,SU00687,2019-06-20
PU02057,SH00558,SU00697,2019-12-07
PU02058,SH00437,SU00817,2019-05-17
PU02059,SH00691,SU00933,2019-04-08
PU02060,SH00392,SU00384,2020-03-20
PU02061,SH00787,SU00228,2020-03-05
PU02062,SH00774,SU00972,2020-09-25
PU02063,SH00370,SU00837,2019-05-26
PU02064,SH00165,SU00940,2020-07-06
PU02065,SH00726,SU00902,2021-02-24
PU02066,SH00601,SU00683,2020-08-25
PU02067,SH00930,SU00093,2020-12-11
PU02068,SH00984,SU00242,2019-02-14
PU02069,SH00578,SU00909,2019-02-28
PU02070,SH00196,SU00325,2020-01-11
PU02071,SH00374,SU00797,2019-05-06
PU02072,SH00239,SU00210,2019-10-10
PU02073,SH00219,SU00376,2020-04-22
PU02074,SH00859,SU00028,2019-06-11
PU02075,SH00720,SU00067,2019-10-22
PU02076,SH00373,SU00773,2020-02-05
PU02077,SH00312,SU00858,2019-03-31
PU02078,SH00051,SU00453,2020-11-04
PU02079,SH00332,SU00047,2021-05-13
PU02080,SH00529,SU00066,2019-07-19
PU02081,SH00963,SU00162,2020-08-21
PU02082,SH00337,SU00447,2020-01-15
PU02083,SH00991,SU00685,2020-09-29
PU02084,SH00208,SU00021,2021-01-25
PU02085,SH00941,SU00124,2021-04-08
PU02086,SH00628,SU00186,2019-07-21
PU02087,SH00152,SU00756,2019-08-22
PU02088,SH00270,SU00958,2019-02-02
PU02089,SH00671,SU00090,2019-03-16
PU02090,SH00931,SU00914,2020-02-09
PU02091,SH00164,SU00274,2019-03-17
PU02092,SH00709,SU00365,2020-12-03
PU02093,SH00610,SU00117,2020-06-14
PU02094,SH00027,SU00661,2019-04-20
PU02095,SH00001,SU00644,2021-02-24
PU02096,SH00950,SU00362,2020-03-04
PU02097,SH00293,SU00543,2020-09-12
PU02098,SH00366,SU00111,2019-01-22
PU02099,SH00887,SU00606,2020-04-13
PU02100,SH00139,SU00210,2020-07-06
PU02101,SH00545,SU00638,2019-03-05
PU02102,SH00831,SU00602,2019-02-17
PU02103,SH00093,SU00815,2020-08-14
PU02104,SH00967,SU00786,2019-09-15
PU02105,SH00154,SU00583,2020-11-05
PU02106,SH00596,SU00555,2019-07-08
PU02107,SH00002,SU00524,2020-03-09
PU02108,SH00421,SU00404,2020-11-02
PU02109,SH00527,SU00889,2021-02-27
PU02110,SH00732,SU00121,2020-07-23
PU02111,SH00760,SU00457,2019-05-26
PU02112,SH00965,SU00685,2019-05-24
PU02113,SH00880,SU00195,2019-11-30
PU02114,SH00982,SU00544,2020-07-31
PU02115,SH00885,SU00943,2020-08-08
PU02116,SH00359,SU00770,2019-12-29
PU02117,SH00884,SU00827,2019-12-08
PU02118,SH00177,SU00854,2019-07-21
PU02119,SH00522,SU00088,2019-10-20
PU02120,SH00268,SU00190,2020-10-12
PU02121,SH00377,SU00518,2019-02-11
PU02122,SH00234,SU00108,2019-03-28
PU02123,SH00566,SU00234,2020-09-04
PU02124,SH00954,SU00378,2019-11-12
PU02125,SH00719,SU00820,2020-03-04
PU02126,SH00942,SU00370,2020-08-03
PU02127,SH00292,SU00900,2019-05-01
PU02128,SH00578,SU00502,2021-01-18
PU02129,SH00242,SU00905,2019-11-11
PU02130,SH00388,SU00647,2020-08-18
PU02131,SH00649,SU00988,2019-04-18
PU02132,SH00441,SU00654,2019-04-07
PU02133,SH00280,SU00078,2019-02-26
PU02134,SH00476,SU00026,2019-01-13
PU02135,SH00195,SU00317,2021-01-14
PU02136,SH00299,SU00947,2021-03-30
PU02137,SH00566,SU00839,2020-04-12
PU02138,SH00494,SU00950,2020-02-09
PU02139,SH00990,SU00294,2019-04-19
PU02140,SH00911,SU00885,2020-09-21
PU02141,SH00082,SU00025,2019-11-24
PU02142,SH00680,SU00394,2019-08-23
PU02143,SH00796,SU00733,2019-05-18
PU02144,SH00794,SU00332,2019-02-10
PU02145,SH00583,SU00765,2021-01-22
PU02146,SH00248,SU00727,2020-02-11
PU02147,SH00828,SU00920,2020-08-03
PU02148,SH00548,SU00167,2020-07-08
PU02149,SH00407,SU00316,2019-10-20
PU02150,SH00079,SU00297,2020-02-06
PU02151,SH00118,SU00061,2020-07-28
PU02152,SH00111,SU00180,2019-01-26
PU02153,SH00661,SU00775,2020-08-08
PU02154,SH00544,SU00548,2019-10-14
PU02155,SH00996,SU00640,2020-02-01
PU02156,SH00158,SU00869,2020-12-04
PU02157,SH00189,SU00270,2019-01-06
PU02158,SH00520,SU00249,2020-06-12
PU02159,SH00132,SU00994,2019-05-31
PU02160,SH00794,SU00913,2019-11-15
PU02161,SH00605,SU00739,2019-03-29
PU02162,SH00749,SU00073,2020-04-04
PU02163,SH00141,SU00485,2021-04-01
PU02164,SH00976,SU00160,2019-06-17
PU02165,SH00790,SU00707,2019-07-12
PU02166,SH00829,SU00542,2021-04-29
PU02167,SH00018,SU00780,2021-05-21
PU02168,SH00128,SU00815,2020-10-03
PU02169,SH00955,SU00450,2020-11-11
PU02170,SH00351,SU00020,2019-06-15
PU02171,SH00390,SU00576,2019-08-30
PU02172,SH00762,SU00400,2019-04-08
PU02173,SH00645,SU00875,2019-03-05
PU02174,SH00506,SU00318,2019-05-29
PU02175,SH00708,SU00461,2019-03-12
PU02176,SH00835,SU00313,2019-06-29
PU02177,SH00967,SU00676,2019-06-02
PU02178,SH00866,SU00023,2021-04-28
PU02179,SH00470,SU00711,2019-07-04
PU02180,SH00965,SU00107,2020-10-13
PU02181,SH00971,SU00723,2020-06-17
PU02182,SH00384,SU00166,2020-07-14
PU02183,SH00145,SU00711,2019-11-19
PU02184,SH00407,SU00400,2020-11-29
PU02185,SH00225,SU00900,2021-02-08
PU02186,SH00799,SU00912,2020-08-08
PU02187,SH00171,SU00863,2021-05-27
PU02188,SH00608,SU00608,2020-08-27
PU02189,SH00484,SU00970,2020-12-04
PU02190,SH00995,SU00278,2019-12-08
PU02191,SH00059,SU00130,2019-07-22
PU02192,SH00381,SU00292,2020-04-08
PU02193,SH00622,SU00544,2020-06-23
PU02194,SH00814,SU00548,2019-04-01
PU02195,SH00788,SU00233,2019-07-08
PU02196,SH00113,SU00243,2019-12-23
PU02197,SH00507,SU00256,2019-09-30
PU02198,SH00460,SU00971,2021-05-22
PU02199,SH00236,SU00972,2020-12-27
PU02200,SH00734,SU00852,2020-08-20
PU02201,SH00673,SU00505,2019-04-25
PU02202,SH00678,SU00569,2021-02-05
PU02203,SH00347,SU00142,2021-03-02
PU02204,SH00253,SU00648,2021-04-04
PU02205,SH00934,SU00074,2020-02-11
PU02206,SH00310,SU00439,2020-09-07
PU02207,SH00457,SU00691,2021-03-26
PU02208,SH00723,SU00739,2020-10-25
PU02209,SH00749,SU00351,2021-01-10
PU02210,SH00194,SU00813,2019-05-08
PU02211,SH00236,SU00283,2019-06-19
PU02212,SH00826,SU00658,2021-04-26
PU02213,SH00889,SU00810,2020-12-28
PU02214,SH00601,SU00157,2019-06-30
PU02215,SH00390,SU00026,2019-07-24
PU02216,SH00747,SU00469,2021-01-09
PU02217,SH00055,SU00467,2021-05-04
PU02218,SH00319,SU00706,2020-01-31
PU02219,SH00619,SU00934,2020-10-23
PU02220,SH00200,SU00560,2020-04-21
PU02221,SH00543,SU00080,2019-08-27
PU02222,SH00625,SU00607,2021-02-21
PU02223,SH00559,SU00635,2020-02-16
PU02224,SH00039,SU00063,2021-02-09
PU02225,SH00958,SU00254,2021-04-27
PU02226,SH00814,SU00768,2021-03-29
PU02227,SH00107,SU00928,2020-12-16
PU02228,SH00544,SU00200,2020-03-25
PU02229,SH00724,SU00329,2019-01-07
PU02230,SH00958,SU00667,2019-10-30
PU02231,SH00478,SU00917,2019-12-26
PU02232,SH00022,SU00004,2020-12-28
PU02233,SH00312,SU00737,2019-08-19
PU02234,SH00607,SU00909,2020-07-24
PU02235,SH00104,SU00731,2020-02-09
PU02236,SH00083,SU00305,2020-08-01
PU02237,SH00719,SU00851,2021-04-13
PU02238,SH00725,SU00097,2019-08-03
PU02239,SH00084,SU00197,2019-02-20
PU02240,SH00602,SU00905,2020-09-11
PU02241,SH00233,SU00597,2019-05-31
PU02242,SH00330,SU00902,2019-10-29
PU02243,SH00639,SU00815,2020-04-22
PU02244,SH00340,SU00286,2019-02-08
PU02245,SH00507,SU01000,2019-07-06
PU02246,SH00986,SU00143,2019-05-26
PU02247,SH00365,SU00226,2019-12-16
PU02248,SH00422,SU00046,2019-11-19
PU02249,SH00708,SU00729,2020-03-09
PU02250,SH00435,SU00898,2019-09-23
PU02251,SH00930,SU00097,2020-06-03
PU02252,SH00635,SU00741,2020-06-14
PU02253,SH00115,SU00164,2019-05-06
PU02254,SH00155,SU00706,2021-01-15
PU02255,SH00368,SU00486,2021-01-29
PU02256,SH00546,SU00516,2020-07-09
PU02257,SH00437,SU00971,2021-03-14
PU02258,SH00802,SU00798,2021-01-25
PU02259,SH00129,SU00159,2021-05-15
PU02260,SH00384,SU00178,2020-04-11
PU02261,SH00678,SU00103,2020-01-16
PU02262,SH00251,SU00752,2020-08-12
PU02263,SH00505,SU00512,2021-02-02
PU02264,SH00729,SU00031,2021-03-25
PU02265,SH00330,SU00315,2019-07-31
PU02266,SH00241,SU00240,2019-03-13
PU02267,SH00931,SU00835,2021-05-25
PU02268,SH00351,SU00110,2021-04-03
PU02269,SH00821,SU00920,2020-10-07
PU02270,SH00476,SU00881,2019-08-02
PU02271,SH00153,SU00391,2020-12-08
PU02272,SH00329,SU00279,2019-04-05
PU02273,SH00627,SU00729,2019-08-17
PU02274,SH00656,SU00222,2019-12-05
PU02275,SH00508,SU00358,2019-02-09
PU02276,SH00166,SU00099,2020-04-19
PU02277,SH00624,SU00142,2020-07-22
PU02278,SH00107,SU00211,2021-02-07
PU02279,SH00478,SU00050,2020-12-04
PU02280,SH00545,SU00305,2019-12-11
PU02281,SH00473,SU00191,2020-05-14
PU02282,SH00976,SU00667,2020-12-28
PU02283,SH00524,SU00546,2020-07-18
PU02284,SH00604,SU00500,2021-03-29
PU02285,SH00603,SU00754,2021-03-05
PU02286,SH00822,SU00591,2019-07-18
PU02287,SH00027,SU00552,2019-08-13
PU02288,SH00463,SU00724,2019-12-18
PU02289,SH00812,SU00439,2021-04-09
PU02290,SH00270,SU00410,2021-04-16
PU02291,SH00657,SU00881,2019-01-14
PU02292,SH00007,SU00590,2020-12-07
PU02293,SH00383,SU00051,2019-10-01
PU02294,SH00926,SU00796,2021-01-25
PU02295,SH00344,SU00657,2021-05-19
PU02296,SH00586,SU00050,2020-06-15
PU02297,SH00905,SU00253,2019-03-08
PU02298,SH00993,SU00030,2019-11-15
PU02299,SH00968,SU00634,2020-01-09
PU02300,SH00556,SU00453,2019-01-22
PU02301,SH00975,SU00076,2020-12-02
PU02302,SH00057,SU00996,2020-01-05
PU02303,SH00421,SU00693,2020-12-30
PU02304,SH00650,SU00858,2019-08-27
PU02305,SH00910,SU00378,2020-06-15
PU02306,SH00320,SU00317,2021-05-01
PU02307,SH00403,SU00366,2021-01-10
PU02308,SH00587,SU00806,2019-06-10
PU02309,SH00239,SU00131,2019-02-10
PU02310,SH00924,SU00492,2019-04-27
PU02311,SH00404,SU00925,2020-02-16
PU02312,SH00685,SU00466,2019-01-03
PU02313,SH00237,SU00702,2021-01-08
PU02314,SH00962,SU00933,2020-12-21
PU02315,SH00575,SU00112,2020-02-22
PU02316,SH00335,SU00926,2020-07-28
PU02317,SH00704,SU00474,2019-07-06
PU02318,SH00124,SU00197,2020-10-08
PU02319,SH00245,SU00353,2020-01-20
PU02320,SH00645,SU00820,2020-08-07
PU02321,SH00986,SU00130,2020-11-10
PU02322,SH00031,SU00662,2020-03-30
PU02323,SH00007,SU00521,2019-11-24
PU02324,SH00305,SU00778,2019-10-01
PU02325,SH00016,SU00284,2019-04-13
PU02326,SH00405,SU00517,2019-05-10
PU02327,SH00920,SU00916,2019-03-04
PU02328,SH00918,SU00537,2019-11-10
PU02329,SH00085,SU00214,2019-01-10
PU02330,SH00949,SU00468,2019-02-24
PU02331,SH00263,SU00892,2020-10-21
PU02332,SH00501,SU00272,2019-04-03
PU02333,SH00085,SU00303,2020-09-01
PU02334,SH00577,SU00212,2019-11-16
PU02335,SH00588,SU00964,2019-04-28
PU02336,SH00589,SU00551,2019-09-07
PU02337,SH00319,SU00534,2020-10-23
PU02338,SH00064,SU00383,2019-10-17
PU02339,SH00974,SU00898,2021-01-09
PU02340,SH00788,SU00144,2019-04-14
PU02341,SH00493,SU00969,2020-03-09
PU02342,SH00949,SU00382,2020-12-28
PU02343,SH00058,SU00010,2020-02-06
PU02344,SH00318,SU00720,2021-01-16
PU02345,SH00076,SU00907,2019-03-14
PU02346,SH00443,SU00283,2021-03-22
PU02347,SH00343,SU00331,2020-10-03
PU02348,SH00543,SU00496,2019-11-10
PU02349,SH00960,SU00753,2019-02-18
PU02350,SH00902,SU00063,2020-05-10
PU02351,SH00591,SU00628,2019-02-18
PU02352,SH00621,SU00248,2019-02-14
PU02353,SH00269,SU00899,2020-04-05
PU02354,SH00505,SU00291,2019-06-24
PU02355,SH00334,SU00276,2019-05-14
PU02356,SH00106,SU00580,2019-09-26
PU02357,SH00189,SU00689,2020-09-16
PU02358,SH00312,SU00963,2019-07-21
PU02359,SH00789,SU00624,2020-10-31
PU02360,SH00928,SU00659,2019-08-29
PU02361,SH00977,SU00666,2021-02-27
PU02362,SH00418,SU00311,2020-10-21
PU02363,SH00154,SU00926,2019-06-12
PU02364,SH00348,SU00837,2019-01-07
PU02365,SH00855,SU00661,2019-04-13
PU02366,SH00586,SU00696,2021-01-24
PU02367,SH00867,SU00977,2019-10-04
PU02368,SH00911,SU00259,2019-01-21
PU02369,SH00320,SU00770,2020-06-11
PU02370,SH00874,SU00639,2019-08-29
PU02371,SH00535,SU00058,2020-08-27
PU02372,SH00084,SU00429,2019-01-29
PU02373,SH00113,SU00583,2020-10-22
PU02374,SH00177,SU00359,2020-06-19
PU02375,SH00510,SU00309,2020-04-20
PU02376,SH00200,SU00239,2020-10-23
PU02377,SH00697,SU00021,2019-10-04
PU02378,SH00457,SU00401,2021-03-01
PU02379,SH00810,SU00596,2019-12-19
PU02380,SH00334,SU00274,2021-05-18
PU02381,SH00036,SU00602,2019-01-08
PU02382,SH00568,SU00130,2019-09-02
PU02383,SH00245,SU00806,2020-06-23
PU02384,SH00327,SU00279,2019-12-27
PU02385,SH00260,SU00063,2019-09-18
PU02386,SH00018,SU00736,2021-04-23
PU02387,SH00379,SU00374,2020-03-26
PU02388,SH00803,SU00806,2020-11-27
PU02389,SH00923,SU00054,2019-05-24
PU02390,SH00262,SU00170,2020-11-27
PU02391,SH00362,SU00937,2019-10-20
PU02392,SH00444,SU00362,2020-05-22
PU02393,SH00837,SU00222,2021-02-09
PU02394,SH00139,SU00136,2019-02-07
PU02395,SH00817,SU00725,2020-07-15
PU02396,SH00948,SU00436,2019-11-30
PU02397,SH00611,SU00619,2019-10-06
PU02398,SH00470,SU00619,2020-08-21
PU02399,SH00958,SU00918,2020-01-02
PU02400,SH00362,SU00717,2019-09-28
PU02401,SH00904,SU00563,2019-10-19
PU02402,SH00700,SU00383,2019-09-12
PU02403,SH00812,SU00916,2019-09-07
PU02404,SH00764,SU00659,2019-03-25
PU02405,SH00353,SU00015,2019-12-30
PU02406,SH00407,SU00791,2020-05-12
PU02407,SH00960,SU00825,2020-08-21
PU02408,SH00448,SU00275,2021-05-23
PU02409,SH00501,SU00196,2019-06-12
PU02410,SH00653,SU00249,2020-07-26
PU02411,SH00703,SU00163,2021-05-02
PU02412,SH00440,SU00533,2020-06-25
PU02413,SH00424,SU00232,2019-04-09
PU02414,SH00349,SU00967,2020-05-03
PU02415,SH00406,SU00075,2020-01-15
PU02416,SH00363,SU00066,2020-12-13
PU02417,SH00916,SU00477,2020-03-25
PU02418,SH00977,SU00210,2019-05-16
PU02419,SH00794,SU00765,2021-04-29
PU02420,SH00492,SU00396,2020-07-20
PU02421,SH00061,SU00628,2020-03-30
PU02422,SH00140,SU00242,2021-01-30
PU02423,SH00542,SU00530,2020-02-26
PU02424,SH00463,SU00948,2019-09-12
PU02425,SH00304,SU00764,2020-02-15
PU02426,SH00548,SU00310,2019-01-23
PU02427,SH00229,SU00443,2019-05-08
PU02428,SH00167,SU00587,2021-03-14
PU02429,SH00730,SU00242,2020-07-20
PU02430,SH00826,SU00926,2020-07-29
PU02431,SH00764,SU00448,2020-06-24
PU02432,SH00981,SU00703,2021-02-06
PU02433,SH00344,SU00125,2020-06-29
PU02434,SH00356,SU00136,2021-04-15
PU02435,SH00214,SU00926,2021-01-01
PU02436,SH00708,SU00217,2020-10-04
PU02437,SH00857,SU00223,2019-02-28
PU02438,SH00515,SU00210,2020-11-27
PU02439,SH00260,SU00494,2019-06-28
PU02440,SH00864,SU00007,2019-11-17
PU02441,SH00093,SU00497,2020-12-20
PU02442,SH00519,SU00498,2020-01-04
PU02443,SH00961,SU00848,2019-02-20
PU02444,SH00797,SU00516,2019-03-15
PU02445,SH00145,SU00868,2019-08-18
PU02446,SH00437,SU00867,2021-01-30
PU02447,SH00860,SU00891,2020-03-06
PU02448,SH00704,SU00126,2019-12-20
PU02449,SH00341,SU00485,2020-08-07
PU02450,SH00081,SU00638,2020-10-26
PU02451,SH00998,SU00468,2021-05-21
PU02452,SH00979,SU00821,2019-03-05
PU02453,SH00413,SU00693,2019-12-16
PU02454,SH00764,SU00547,2019-07-17
PU02455,SH00617,SU00660,2020-01-11
PU02456,SH00752,SU00416,2021-01-13
PU02457,SH00105,SU00915,2019-12-23
PU02458,SH00228,SU00159,2019-09-28
PU02459,SH00091,SU00071,2020-08-10
PU02460,SH00960,SU00699,2021-04-08
PU02461,SH00689,SU00413,2021-02-09
PU02462,SH00870,SU00094,2019-08-28
PU02463,SH00491,SU00725,2020-05-29
PU02464,SH00199,SU00040,2020-08-22
PU02465,SH00355,SU00264,2019-12-17
PU02466,SH00217,SU00772,2019-09-03
PU02467,SH00788,SU00065,2021-05-04
PU02468,SH00427,SU00886,2021-01-23
PU02469,SH00788,SU00355,2019-01-01
PU02470,SH00345,SU00538,2020-02-09
PU02471,SH00513,SU00817,2019-04-05
PU02472,SH00440,SU00654,2020-02-01
PU02473,SH00826,SU00408,2020-01-28
PU02474,SH00998,SU00529,2020-05-18
PU02475,SH00728,SU00404,2020-06-28
PU02476,SH00991,SU00273,2020-09-18
PU02477,SH00547,SU00632,2021-04-14
PU02478,SH00745,SU00853,2020-12-06
PU02479,SH00961,SU00499,2019-12-05
PU02480,SH00261,SU00369,2019-02-27
PU02481,SH00258,SU00933,2020-01-14
PU02482,SH00878,SU00360,2019-09-07
PU02483,SH00149,SU00431,2021-04-03
PU02484,SH00029,SU00083,2019-06-27
PU02485,SH00872,SU00521,2019-07-11
PU02486,SH00467,SU00136,2019-04-01
PU02487,SH00777,SU00656,2019-08-15
PU02488,SH00664,SU00857,2019-06-25
PU02489,SH00009,SU00968,2020-10-31
PU02490,SH00340,SU00169,2020-04-12
PU02491,SH00085,SU00754,2020-07-14
PU02492,SH00254,SU00920,2019-08-04
PU02493,SH00880,SU00098,2019-01-06
PU02494,SH00520,SU00188,2019-01-26
PU02495,SH00744,SU00951,2020-08-18
PU02496,SH00487,SU00187,2020-05-10
PU02497,SH00680,SU00860,2019-11-04
PU02498,SH00560,SU00146,2021-02-03
PU02499,SH00792,SU00444,2019-03-10
PU02500,SH00109,SU00561,2019-10-21
PU02501,SH00835,SU00384,2019-06-25
PU02502,SH00343,SU00023,2020-02-06
PU02503,SH00398,SU00499,2020-09-19
PU02504,SH00290,SU00712,2019-05-20
PU02505,SH00890,SU00675,2020-01-28
PU02506,SH00756,SU00603,2019-08-08
PU02507,SH00316,SU00015,2020-11-06
PU02508,SH00600,SU00248,2021-02-15
PU02509,SH00818,SU00636,2019-10-16
PU02510,SH00747,SU00792,2021-01-08
PU02511,SH00352,SU00738,2021-02-09
PU02512,SH00702,SU00942,2020-03-20
PU02513,SH00133,SU00157,2021-03-09
PU02514,SH00219,SU00005,2020-08-13
PU02515,SH00315,SU00492,2021-02-04
PU02516,SH00727,SU00275,2021-03-31
PU02517,SH00108,SU00755,2020-05-19
PU02518,SH00175,SU00886,2019-09-09
PU02519,SH00073,SU00118,2019-12-17
PU02520,SH00543,SU00387,2020-08-29
PU02521,SH00345,SU00127,2019-08-26
PU02522,SH00359,SU00134,2019-09-27
PU02523,SH00871,SU00154,2020-03-29
PU02524,SH00911,SU00277,2019-03-24
PU02525,SH00925,SU00398,2019-02-22
PU02526,SH00378,SU00626,2019-04-14
PU02527,SH00105,SU00073,2020-03-02
PU02528,SH00368,SU00667,2019-11-26
PU02529,SH00791,SU00928,2020-10-31
PU02530,SH00193,SU00623,2021-01-16
PU02531,SH00037,SU00154,2020-03-06
PU02532,SH00914,SU00521,2019-03-04
PU02533,SH00183,SU00070,2019-06-22
PU02534,SH00496,SU00149,2021-05-26
PU02535,SH00732,SU00499,2020-01-14
PU02536,SH00983,SU00711,2020-01-24
PU02537,SH00617,SU00300,2019-02-10
PU02538,SH00939,SU00323,2020-01-13
PU02539,SH00301,SU00453,2020-07-27
PU02540,SH00752,SU00077,2020-05-26
PU02541,SH00224,SU00764,2019-03-07
PU02542,SH00546,SU00079,2019-12-31
PU02543,SH00638,SU00623,2019-11-02
PU02544,SH00667,SU00864,2021-04-25
PU02545,SH00715,SU00093,2019-07-22
PU02546,SH00629,SU00464,2020-09-10
PU02547,SH00686,SU00227,2020-12-03
PU02548,SH00688,SU00218,2020-09-18
PU02549,SH00906,SU00276,2020-10-16
PU02550,SH00284,SU00887,2021-03-16
PU02551,SH00406,SU00070,2020-01-15
PU02552,SH00626,SU00247,2020-05-03
PU02553,SH00692,SU00939,2020-08-30
PU02554,SH00051,SU00818,2019-09-19
PU02555,SH00341,SU00531,2021-01-16
PU02556,SH00150,SU00243,2019-06-21
PU02557,SH00136,SU00225,2021-04-05
PU02558,SH00012,SU00304,2021-04-24
PU02559,SH00964,SU00656,2020-01-10
PU02560,SH00784,SU00552,2020-06-24
PU02561,SH00522,SU00520,2020-11-09
PU02562,SH00828,SU00932,2019-11-03
PU02563,SH00901,SU00061,2020-01-12
PU02564,SH00924,SU00846,2019-04-29
PU02565,SH00181,SU00437,2019-08-30
PU02566,SH00820,SU00427,2019-09-17
PU02567,SH00774,SU00539,2019-01-19
PU02568,SH00130,SU00654,2019-07-15
PU02569,SH00257,SU00754,2020-10-15
PU02570,SH00165,SU00920,2020-11-23
PU02571,SH00258,SU00425,2020-12-17
PU02572,SH00832,SU00729,2021-02-25
PU02573,SH00266,SU00522,2020-03-19
PU02574,SH00463,SU00188,2019-02-18
PU02575,SH00147,SU00744,2021-02-10
PU02576,SH00694,SU00253,2019-03-21
